县名称,县编码
盐湖区,140802
临猗县,140821
万荣县,140822
闻喜县,140823
稷山县,140824
新绛县,140825
绛县,140826
垣曲县,140827
夏县,140828
平陆县,140829
芮城县,140830
永济市,140881
河津市,140882
